drug_name
AHR
AR
ARNT
ARNTL
ASCL1
ATF1
ATF2
ATF3
ATF5
BACH1
BACH2
BARHL1
BARX2
BATF
BCL11A
CEBPA
CEBPD
CEBPZ
CLOCK
CREB1
CREB3
CREM
CTCFL
CUX1
DBP
DUX4
E2F1
E2F2
E2F3
E2F4
E2F7
E2F8
EGR1
EGR2
EHF
ELF2
ELF3
ELF5
ELK1
ELK3
ELK4
EOMES
EPAS1
ERF
ERG
ESR1
ESR2
ETS1
ETS2
ETV1
ETV4
ETV5
ETV6
ETV7
FLI1
FOS
FOSL1
FOSL2
FOXA1
FOXD2
FOXG1
FOXK1
FOXM1
FOXO3
FOXP1
FOXP2
FOXP3
GABPA
GATA2
GATA4
GATA6
GFI1B
GLI2
GLIS1
GMEB1
GRHL1
GTF2B
GTF2I
HBP1
HES1
HEY1
HIF1A
HINFP
HIVEP1
HNF4G
HOXA1
HOXA13
HOXA4
HOXA6
HOXA9
HOXB13
HOXC6
HSF1
HSF2
IKZF1
IRF1
IRF2
IRF3
IRF4
ISL1
JUNB
JUND
KLF1
KLF10
KLF3
KLF4
KLF5
KLF9
KMT2A
LEF1
LHX2
MAF
MAFB
MAFG
MAFK
MAX
MAZ
MBD2
MECP2
MEF2A
MEF2C
MEIS1
MITF
MNT
MXI1
MYBL2
MYC
MZF1
NANOG
NFAT5
NFATC1
NFE2
NFE2L2
NFIC
NFYA
NFYC
NKX2-1
NKX2-5
NKX3-1
NR2C2
NR3C1
NR5A2
NRF1
ONECUT1
OTX2
PAX3
PAX6
PBX1
PDX1
PGR
POU2F1
POU2F2
POU5F1
PPARG
PRDM1
PRDM14
RARA
RARG
RBPJ
RELA
REST
RFX2
RFX3
RFX5
RORA
RUNX1
RUNX3
RXRA
RXRG
SIX5
SMAD3
SMAD4
SNAI2
SOX10
SOX17
SOX2
SOX3
SOX4
SP1
SP2
SP3
SP4
SPDEF
SPI1
SPIB
SREBF1
SREBF2
SRF
STAT1
STAT2
STAT3
STAT4
STAT5A
STAT5B
STAT6
TAL1
TBP
TBX21
TCF4
TCF7L2
TEAD4
TFDP1
THAP1
TP53
TP63
TP73
UBP1
USF1
VDR
VEZF1
XBP1
YY1
ZBTB33
ZBTB7A
ZBTB7B
ZEB1
ZFHX3
ZFP42
ZKSCAN1
ZNF12
ZNF143
ZNF217
ZNF236
ZNF250
ZNF263
ZNF266
ZNF281
ZNF384
ZNF711
ZNF76
ZNF84
