A1BG
A2M
A4GALT
AAAS
AACS
AADAT
AAGAB
AAK1
AAMDC
AAMP
AAR2
AARS
AARS2
AARSD1
AASDH
AASDHPPT
AASS
AATF
AATK
ABAT
ABCA1
ABCA13
ABCA2
ABCA3
ABCA5
ABCA6
ABCA7
ABCA8
ABCA9
ABCB1
ABCB10
ABCB6
ABCB7
ABCB8
ABCB9
ABCC1
ABCC10
ABCC3
ABCC4
ABCC5
ABCC8
ABCC9
ABCD1
ABCD2
ABCD3
ABCD4
ABCE1
ABCF1
ABCF2
ABCF3
ABCG1
ABCG2
ABHD10
ABHD11
ABHD12
ABHD13
ABHD14A
ABHD14B
ABHD15
ABHD16A
ABHD17A
ABHD17B
ABHD17C
ABHD18
ABHD2
ABHD3
ABHD4
ABHD5
ABHD6
ABHD8
ABI1
ABI2
ABI3
ABI3BP
ABITRAM
ABL1
ABL2
ABLIM1
ABLIM2
ABLIM3
ABR
ABRACL
ABRAXAS1
ABRAXAS2
ABT1
ABTB1
ABTB2
AC002454.1
AC002456.1
AC004148.1
AC004540.2
AC004556.3
AC004918.1
AC005261.1
AC005306.1
AC005332.6
AC005632.5
AC005921.2
AC006059.1
AC006333.2
AC007325.2
AC007566.1
AC008124.1
AC008267.5
AC008969.1
AC009041.2
AC009120.2
AC009407.1
AC010642.2
AC011043.1
AC012146.1
AC012615.1
AC015813.1
AC018647.1
AC019257.1
AC020916.1
AC021242.3
AC024075.2
AC024337.2
AC025159.1
AC025283.2
AC026401.3
AC026979.2
AC027031.2
AC027601.6
AC027644.3
AC048341.2
AC055839.2
AC060780.1
AC064875.1
AC084036.1
AC091729.3
AC092958.1
AC093227.1
AC093297.2
AC093323.1
AC093673.1
AC097534.2
AC100810.1
AC107398.3
AC107464.1
AC110285.2
AC118549.1
AC127502.2
AC139887.2
AC145207.5
AC234582.1
AC244090.1
AC245297.3
ACAA1
ACAA2
ACACA
ACACB
ACAD10
ACAD11
ACAD8
ACAD9
ACADM
ACADS
ACADSB
ACADVL
ACAP1
ACAP2
ACAP3
ACAT1
ACAT2
ACBD3
ACBD4
ACBD5
ACBD6
ACBD7
ACCS
ACD
ACE
ACER2
ACER3
ACHE
ACIN1
ACKR1
ACKR3
ACLY
ACO1
ACO2
ACOT11
ACOT13
ACOT2
ACOT7
ACOT8
ACOT9
ACOX1
ACOX2
ACOX3
ACP1
ACP2
ACP5
ACP6
ACPP
ACSBG1
ACSF2
ACSF3
ACSL1
ACSL3
ACSL4
ACSL5
ACSL6
ACSM5
ACSS1
ACSS2
ACSS3
ACTA2
ACTB
ACTG1
ACTG2
ACTL6A
ACTL6B
ACTN1
ACTN2
ACTN4
ACTR10
ACTR1A
ACTR1B
ACTR2
ACTR3
ACTR3B
ACTR3C
ACTR5
ACTR6
ACTR8
ACVR1
ACVR1B
ACVR2A
ACVR2B
ACVRL1
ACY1
ACY3
ACYP1
ACYP2
ADA
ADA2
ADAL
ADAM10
ADAM11
ADAM12
ADAM15
ADAM17
ADAM19
ADAM20
ADAM22
ADAM23
ADAM28
ADAM32
ADAM33
ADAM9
ADAMDEC1
ADAMTS1
ADAMTS10
ADAMTS12
ADAMTS13
ADAMTS14
ADAMTS15
ADAMTS18
ADAMTS2
ADAMTS3
ADAMTS4
ADAMTS5
ADAMTS6
ADAMTS7
ADAMTS9
ADAMTSL2
ADAMTSL4
ADAP1
ADAP2
ADAR
ADARB1
ADARB2
ADARB2-AS1
ADAT1
ADCK1
ADCK2
ADCK5
ADCY1
ADCY2
ADCY3
ADCY4
ADCY5
ADCY6
ADCY7
ADCY8
ADCY9
ADCYAP1R1
ADD1
ADD2
ADD3
ADGRA2
ADGRA3
ADGRB1
ADGRB2
ADGRB3
ADGRE2
ADGRE5
ADGRF5
ADGRG1
ADGRL1
ADGRL2
ADGRL3
ADGRL4
ADGRV1
ADH5
ADHFE1
ADI1
ADIPOR1
ADIPOR2
ADIRF
ADK
ADM
ADNP
ADNP2
ADO
ADORA1
ADORA2A
ADORA3
ADPGK
ADPRH
ADPRHL2
ADPRM
ADRA1A
ADRA1B
ADRB2
ADRM1
ADSL
ADSS
ADSSL1
AEBP1
AEBP2
AEN
AF131215.6
AFAP1
AFAP1L1
AFAP1L2
AFDN
AFF1
AFF2
AFF3
AFF4
AFG1L
AFG3L2
AFMID
AFTPH
AGA
AGAP1
AGAP2
AGAP3
AGAP4
AGAP9
AGBL4
AGBL5
AGER
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMO
AGO1
AGO2
AGO3
AGO4
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT5
AGPS
AGRN
AGT
AGTPBP1
AGTRAP
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHSA1
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIMP1
AIMP2
AIP
AIRE
AJAP1
AJM1
AJUBA
AK1
AK2
AK3
AK4
AK5
AK6
AK9
AKAP1
AKAP10
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKNAD1
AKR1A1
AKR1B1
AKR7A2
AKR7A3
AKT1
AKT1S1
AKT2
AKT3
AKTIP
AL031056.1
AL031430.1
AL035071.1
AL049838.1
AL049840.5
AL050341.2
AL096870.8
AL118516.1
AL121832.2
AL158152.1
AL161772.1
AL162231.1
AL355974.2
AL358216.1
AL359091.1
AL390728.6
AL390755.1
AL391807.1
AL590617.2
AL627171.2
AL691432.2
ALAD
ALAS1
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L2
ALDH2
ALDH3A2
ALDH3B1
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH9A1
ALDOA
ALDOC
ALG1
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALK
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALMS1
ALOX12-AS1
ALOX5
ALOX5AP
ALPK1
ALPL
ALS2
ALS2CL
ALYREF
AMACR
AMBRA1
AMD1
AMDHD2
AMER2
AMFR
AMH
AMIGO1
AMMECR1L
AMOT
AMOTL1
AMOTL2
AMPD2
AMPD3
AMPH
AMT
AMY2B
AMZ2
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPTL2
ANGPTL4
ANK1
ANK2
ANK3
ANKDD1A
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKIB1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD10
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD20A1
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD34A
ANKRD35
ANKRD36
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD44
ANKRD45
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD54
ANKRD6
ANKRD65
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS6
ANKZF1
ANLN
ANO10
ANO3
ANO4
ANO5
ANO6
ANO8
ANOS1
ANP32A
ANP32B
ANP32E
ANPEP
ANTKMT
ANTXR1
ANTXR2
ANXA1
ANXA11
ANXA2
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
AOAH
AOPEP
AP002381.2
AP002387.2
AP1AR
AP1B1
AP1G1
AP1G2
AP1M1
AP1S1
AP1S2
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4E1
AP4M1
AP5B1
AP5M1
AP5S1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APCDD1L
APEH
APEX1
APEX2
APH1A
APH1B
API5
APIP
APLN
APLNR
APLP1
APLP2
APMAP
APOBEC3C
APOBEC3F
APOBR
APOC1
APOC2
APOD
APOE
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOO
APOOL
APP
APPBP2
APPL1
APPL2
APRT
APTR
APTX
AQP1
AQP4
AQP5
AQP9
AQR
AR
ARAF
ARAP1
ARAP2
ARAP3
ARC
ARCN1
AREG
AREL1
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFGEF3
ARFIP1
ARFIP2
ARFRP1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP36
ARHGAP39
ARHGAP4
ARHGAP42
ARHGAP44
ARHGAP45
ARHGAP5
ARHGAP6
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF17
ARHGEF18
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF3
ARHGEF37
ARHGEF4
ARHGEF40
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARL1
ARL10
ARL11
ARL13B
ARL14EP
ARL15
ARL16
ARL17A
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL5A
ARL5B
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARMC1
ARMC10
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARMH3
ARMH4
ARMT1
ARNT
ARNT2
ARNTL
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC5
ARPC5L
ARPIN
ARPP19
ARPP21
ARRB1
ARRB2
ARRDC1
ARRDC1-AS1
ARRDC2
ARRDC3
ARRDC4
ARSA
ARSB
ARSD
ARSF
ARSG
ARSJ
ART3
ARV1
ARVCF
ARX
ASAH1
ASAP1
ASAP2
ASAP3
ASB1
ASB13
ASB3
ASB6
ASB7
ASB8
ASCC1
ASCC2
ASCC3
ASCL1
ASF1A
ASF1B
ASH1L
ASH2L
ASIC1
ASIC2
ASIC3
ASIC4
ASL
ASMTL
ASNSD1
ASPA
ASPH
ASPHD1
ASPHD2
ASPM
ASPSCR1
ASRGL1
ASS1
ASTN1
ASTN2
ASXL1
ASXL2
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAT1
ATCAY
ATE1
ATF1
ATF2
ATF3
ATF4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATG10
ATG101
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH8
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11B
ATP11C
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP1A1
ATP1A2
ATP1A3
ATP1B1
ATP1B2
ATP1B3
ATP2A2
ATP2B1
ATP2B2
ATP2B3
ATP2B4
ATP2C1
ATP5F1A
ATP5F1B
ATP5F1C
ATP5F1D
ATP5F1E
ATP5IF1
ATP5MC1
ATP5MC2
ATP5MC3
ATP5MD
ATP5ME
ATP5MF
ATP5MG
ATP5MPL
ATP5PB
ATP5PD
ATP5PF
ATP5PO
ATP6AP1
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0E1
ATP6V0E2
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1D
ATP6V1E1
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1H
ATP7A
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPSCKMT
ATR
ATRAID
ATRIP
ATRN
ATRNL1
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUP1
AURKA
AURKAIP1
AURKB
AUTS2
AUXG01000058.1
AVEN
AVIL
AVL9
AVPI1
AXIN1
AXIN2
AXL
AZGP1
AZI2
AZIN1
AZIN2
B2M
B3GALNT1
B3GALNT2
B3GALT1
B3GALT2
B3GALT4
B3GALT6
B3GAT1
B3GAT2
B3GAT3
B3GLCT
B3GNT2
B3GNT5
B3GNT7
B3GNT9
B4GALNT1
B4GALNT3
B4GALNT4
B4GALT1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B4GAT1
B9D1
BAALC
BAALC-AS1
BAALC-AS2
BABAM1
BABAM2
BACE1
BACE2
BACH1
BAD
BAG1
BAG3
BAG4
BAG5
BAG6
BAHCC1
BAHD1
BAIAP2
BAIAP3
BAK1
BAMBI
BANF1
BANP
BAP1
BARD1
BASP1
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBOX1
BBS1
BBS10
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAN
BCAP29
BCAP31
BCAR1
BCAR3
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCHE
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL2
BCL2A1
BCL2L1
BCL2L11
BCL2L12
BCL2L13
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCLAF3
BCO2
BCOR
BCR
BCS1L
BDH1
BDH2
BDKRB2
BDP1
BECN1
BEGAIN
BEND5
BEND6
BEND7
BEST1
BEST3
BET1
BET1L
BEX1
BEX2
BEX3
BEX4
BEX5
BFAR
BGLAP
BGN
BHLHE22
BHLHE40
BHLHE41
BICC1
BICD1
BICD2
BICDL1
BICRA
BICRAL
BID
BIN1
BIN2
BIN3
BIRC2
