drug_name
CHEMBL1002_LEVOSALBUTAMOL
CHEMBL1004_DOXYLAMINE
CHEMBL1008_BEPRIDIL
CHEMBL1009_LEVODOPA
CHEMBL1010_CEFOTAXIME SODIUM
CHEMBL1014_CANDESARTAN CILEXETIL
CHEMBL1015_EVANS BLUE
CHEMBL1017_TELMISARTAN
CHEMBL1018_DIENESTROL
CHEMBL101_PHENYLBUTAZONE
CHEMBL1021_NEPAFENAC
CHEMBL1023_BEXAROTENE
CHEMBL1024_IFOSFAMIDE
CHEMBL1025_ISOFLUROPHATE
CHEMBL1026_FENOLDOPAM MESYLATE
CHEMBL1029_MIGLUSTAT
CHEMBL1034_DICLOFENAC SODIUM
CHEMBL103_PROGESTERONE
CHEMBL1040_CALCIFEDIOL
CHEMBL1042_CHOLECALCIFEROL
CHEMBL1046_AMINOCAPROIC ACID
CHEMBL104_CLOTRIMAZOLE
CHEMBL1051_LATANOPROST
CHEMBL1059_PREGABALIN
CHEMBL105_MITOMYCIN
CHEMBL1064_SIMVASTATIN
CHEMBL1068_OXCARBAZEPINE
CHEMBL1069_VALSARTAN
CHEMBL106_FLUCONAZOLE
CHEMBL1070_NABUMETONE
CHEMBL1071_OXAPROZIN
CHEMBL1072_BUMETANIDE
CHEMBL1073_GLIPIZIDE
CHEMBL1076347_TRICLOCARBAN
CHEMBL1079742_ERLOTINIB HYDROCHLORIDE
CHEMBL1079_TIZANIDINE
CHEMBL107_COLCHICINE
CHEMBL1082407_ENZALUTAMIDE
CHEMBL1082607_SALMETEROL XINAFOATE
CHEMBL1082_AMOXICILLIN
CHEMBL1083385_CLOPIDOGREL BISULFATE
CHEMBL1083993_AMIODARONE HYDROCHLORIDE
CHEMBL1084172_VILANTEROL TRIFENATATE
CHEMBL108545_METHYL SALICYLATE
CHEMBL1085_ACETOPHENAZINE
CHEMBL1086440_TRICLABENDAZOLE
CHEMBL1086_DIBUCAINE
CHEMBL10878_AGOMELATINE
CHEMBL1088_MESORIDAZINE
CHEMBL1089318_OPICAPONE
CHEMBL1089641_TRYPAN BLUE
CHEMBL1089_PHENELZINE
CHEMBL108_CARBAMAZEPINE
CHEMBL1090_VIDARABINE
CHEMBL1091_HYDROCORTISONE ACETATE
CHEMBL1092_TRIHEXYPHENIDYL HYDROCHLORIDE
CHEMBL1094636_NIRAPARIB
CHEMBL1094_FELBAMATE
CHEMBL1095097_EPLERENONE
CHEMBL1095292_BRETYLIUM TOSYLATE
CHEMBL1095777_INDACATEROL
CHEMBL1095_ETHOTOIN
CHEMBL1096146_PONESIMOD
CHEMBL1096882_FLUDARABINE PHOSPHATE
CHEMBL1096885_VALRUBICIN
CHEMBL1096979_BENSERAZIDE
CHEMBL1096_AMLEXANOX
CHEMBL1097279_CANGRELOR TETRASODIUM
CHEMBL109_VALPROIC ACID
CHEMBL1100_PARAMETHADIONE
CHEMBL1101_BIPERIDEN
CHEMBL1102_GLUTETHIMIDE
CHEMBL1103_FURAZOLIDONE
CHEMBL110458_MIGALASTAT
CHEMBL110691_CHLORMADINONE ACETATE
CHEMBL1106_EPINASTINE
CHEMBL1107_HALOFANTRINE
CHEMBL1108_DROPERIDOL
CHEMBL1109_SULFAPHENAZOLE
CHEMBL1111_AMBRISENTAN
CHEMBL1112_ARIPIPRAZOLE
CHEMBL1113_AMOXAPINE
CHEMBL1115_PYRIDOSTIGMINE
CHEMBL1116_RALOXIFENE HYDROCHLORIDE
CHEMBL1117_IDARUBICIN
CHEMBL1118_DESVENLAFAXINE
CHEMBL111_RIMONABANT
CHEMBL1120_BISMUTH SUBSALICYLATE
CHEMBL1121_SINCALIDE
CHEMBL1123_DICYCLOMINE
CHEMBL112570_CHOLESTEROL
CHEMBL1128_EDROPHONIUM CHLORIDE
CHEMBL1129_TRIFLURIDINE
CHEMBL112_ACETAMINOPHEN
CHEMBL113150_CETRIMIDE
CHEMBL1131_ACITRETIN
CHEMBL1133_OXYBUTYNIN CHLORIDE
CHEMBL1134_DECAMETHONIUM BROMIDE
CHEMBL11359_CISPLATIN
CHEMBL1136_TELITHROMYCIN
CHEMBL113_CAFFEINE
CHEMBL1146_CEFAMANDOLE
CHEMBL1148_TORSEMIDE
CHEMBL114_SAQUINAVIR
CHEMBL1152_PREDNISOLONE ACETATE
CHEMBL1159650_CLOBETASOL PROPIONATE
CHEMBL1159717_TULOBUTEROL
CHEMBL1161_MOMETASONE FUROATE
CHEMBL1162_NORETHINDRONE
CHEMBL1168_RAMIPRIL
CHEMBL116_AMPRENAVIR
CHEMBL1170_TESTOSTERONE PROPIONATE
CHEMBL1171837_PONATINIB
CHEMBL1172_DESLORATADINE
CHEMBL1173055_RUCAPARIB
CHEMBL1174_EPTIFIBATIDE
CHEMBL1175_DULOXETINE
CHEMBL117785_TETRABENAZINE
CHEMBL1180003_CETRIMIDE
CHEMBL1180725_PROPANTHELINE
CHEMBL1184_ACETYLCHOLINE CHLORIDE
CHEMBL1185568_DITHIAZANINE
CHEMBL1185_ZOLMITRIPTAN
CHEMBL1189679_PALONOSETRON
CHEMBL118_CELECOXIB
CHEMBL1190_DECAMETHONIUM
CHEMBL119443_ERGONOVINE
CHEMBL1194_PRILOCAINE
CHEMBL1195_PROPOXYCAINE
CHEMBL1197051_ISOXSUPRINE
CHEMBL1199307_DISTIGMINE
CHEMBL119_TRIMETREXATE
CHEMBL11_IMIPRAMINE
CHEMBL1200322_ESCITALOPRAM OXALATE
CHEMBL1200323_LABETALOL HYDROCHLORIDE
CHEMBL1200326_NICARDIPINE HYDROCHLORIDE
CHEMBL1200328_DULOXETINE HYDROCHLORIDE
CHEMBL1200329_TIZANIDINE HYDROCHLORIDE
CHEMBL1200330_PILOCARPINE HYDROCHLORIDE
CHEMBL1200332_PROTRIPTYLINE HYDROCHLORIDE
CHEMBL1200334_MORICIZINE HYDROCHLORIDE
CHEMBL1200335_TESTOSTERONE ENANTHATE
CHEMBL1200338_PINACIDIL
CHEMBL1200339_PHENYLEPHRINE HYDROCHLORIDE
CHEMBL1200341_INDECAINIDE HYDROCHLORIDE
CHEMBL1200342_PARAMETHASONE ACETATE
CHEMBL1200343_PERINDOPRIL ERBUMINE
CHEMBL1200347_ISOPROPAMIDE IODIDE
CHEMBL1200348_SULCONAZOLE NITRATE
CHEMBL1200367_ECHOTHIOPHATE IODIDE
CHEMBL1200370_BENZOYL PEROXIDE
CHEMBL1200374_EXEMESTANE
CHEMBL1200376_BETAMETHASONE BENZOATE
CHEMBL1200379_APRACLONIDINE HYDROCHLORIDE
CHEMBL1200382_BEPRIDIL HYDROCHLORIDE
CHEMBL1200383_BENZTROPINE MESYLATE
CHEMBL1200384_BETAMETHASONE DIPROPIONATE
CHEMBL1200386_PREDNICARBATE
CHEMBL1200391_TROMETHAMINE
CHEMBL1200392_DOXYLAMINE SUCCINATE
CHEMBL1200395_ORPHENADRINE CITRATE
CHEMBL1200398_BUTOCONAZOLE NITRATE
CHEMBL1200399_BUSPIRONE HYDROCHLORIDE
CHEMBL1200402_AMLODIPINE BESYLATE
CHEMBL1200405_BITOLTEROL MESYLATE
CHEMBL1200406_DIMENHYDRINATE
CHEMBL1200409_LIDOCAINE HYDROCHLORIDE
CHEMBL1200411_ROPINIROLE HYDROCHLORIDE
CHEMBL1200412_NANDROLONE PHENPROPIONATE
CHEMBL1200413_TETRAHYDROZOLINE HYDROCHLORIDE
CHEMBL1200418_DOBUTAMINE HYDROCHLORIDE
CHEMBL1200419_MOLINDONE HYDROCHLORIDE
CHEMBL1200420_MIDAZOLAM HYDROCHLORIDE
CHEMBL1200425_PARGYLINE HYDROCHLORIDE
CHEMBL1200426_METHIXENE HYDROCHLORIDE
CHEMBL1200430_ESTRADIOL ACETATE
CHEMBL1200432_METHYLDOPATE HYDROCHLORIDE
CHEMBL1200434_OXTRIPHYLLINE
CHEMBL1200436_OXANDROLONE
CHEMBL1200437_QUINIDINE GLUCONATE
CHEMBL1200438_TIOCONAZOLE
CHEMBL1200440_MEPIVACAINE HYDROCHLORIDE
CHEMBL1200443_MERETHOXYLLINE PROCAINE
CHEMBL1200444_PIRBUTEROL ACETATE
CHEMBL1200446_TRIPELENNAMINE HYDROCHLORIDE
CHEMBL1200449_TRIAMCINOLONE DIACETATE
CHEMBL1200454_VALGANCICLOVIR HYDROCHLORIDE
CHEMBL1200461_MIDODRINE HYDROCHLORIDE
CHEMBL1200463_OXAPROZIN POTASSIUM
CHEMBL1200464_PROPARACAINE HYDROCHLORIDE
CHEMBL1200467_HYDROXYZINE PAMOATE
CHEMBL1200468_MALATHION
CHEMBL1200469_PROMAZINE HYDROCHLORIDE
CHEMBL1200472_QUAZEPAM
CHEMBL1200473_CYCLOPENTOLATE HYDROCHLORIDE
CHEMBL1200474_DEMECLOCYCLINE HYDROCHLORIDE
CHEMBL1200475_DAUNORUBICIN CITRATE
CHEMBL1200478_DYCLONINE HYDROCHLORIDE
CHEMBL1200479_DICYCLOMINE HYDROCHLORIDE
CHEMBL1200480_OCTREOTIDE ACETATE
CHEMBL1200485_SORAFENIB TOSYLATE
CHEMBL1200487_ETHACRYNATE SODIUM
CHEMBL1200491_EPINASTINE HYDROCHLORIDE
CHEMBL1200492_NEFAZODONE HYDROCHLORIDE
CHEMBL1200493_NAFTIFINE HYDROCHLORIDE
CHEMBL1200494_GUANFACINE HYDROCHLORIDE
CHEMBL1200495_HYDROCORTISONE SODIUM SUCCINATE
CHEMBL1200497_CYCLIZINE LACTATE
CHEMBL1200500_BECLOMETHASONE DIPROPIONATE
CHEMBL1200503_BROMOCRIPTINE MESYLATE
CHEMBL1200514_DEMECARIUM BROMIDE
CHEMBL1200515_DESERPIDINE
CHEMBL1200517_DIHYDROERGOTAMINE MESYLATE
CHEMBL1200521_ALMOTRIPTAN MALATE
CHEMBL1200522_AVOBENZONE
CHEMBL1200523_CEFAZOLIN SODIUM
CHEMBL1200527_ATRACURIUM BESYLATE
CHEMBL1200530_CEFOXITIN SODIUM
CHEMBL1200531_ALFENTANIL HYDROCHLORIDE
CHEMBL1200532_METHDILAZINE HYDROCHLORIDE
CHEMBL1200534_MOEXIPRIL HYDROCHLORIDE
CHEMBL1200538_BETAMETHASONE ACETATE
CHEMBL1200541_AMBENONIUM CHLORIDE
CHEMBL1200542_DESOXYCORTICOSTERONE ACETATE
CHEMBL1200543_ANILERIDINE PHOSPHATE
CHEMBL1200545_DIFLORASONE DIACETATE
